RIDE,MONTH,TIME_OF_DAY,AVERAGE_WAIT_TIME_MIN
SPACE MOUNTAIN,JUL,12 PM,64.74392783
SPACE MOUNTAIN,JUL,1 PM,65.53665911
SPACE MOUNTAIN,JUL,2 PM,70.83647325
SPACE MOUNTAIN,JUL,3 PM,68.26780415
SPACE MOUNTAIN,JUL,4 PM,71.18981158
SPACE MOUNTAIN,JUL,5 PM,65.99571734
SPACE MOUNTAIN,JUL,6 PM,59.83029801
SPACE MOUNTAIN,JUL,7 PM,66.83622829
SPACE MOUNTAIN,JUL,8 PM,62.47660187
SPACE MOUNTAIN,JUL,9 PM,47.53522099
SPACE MOUNTAIN,JUL,10 PM,53.74015748
SPACE MOUNTAIN,JUL,11 PM,33.82231405
SPACE MOUNTAIN,AUG,12 AM,15
SPACE MOUNTAIN,AUG,7 AM,9.435714286
SPACE MOUNTAIN,AUG,8 AM,19.84739884
SPACE MOUNTAIN,AUG,9 AM,34.88984738
SPACE MOUNTAIN,AUG,10 AM,41.90056417
SPACE MOUNTAIN,AUG,11 AM,52.49660787
SPACE MOUNTAIN,AUG,12 PM,57.10330858
SPACE MOUNTAIN,AUG,1 PM,56.83666882
SPACE MOUNTAIN,AUG,2 PM,54.7288971
SPACE MOUNTAIN,AUG,3 PM,55.55660974
SPACE MOUNTAIN,AUG,4 PM,54.67296022
SPACE MOUNTAIN,AUG,5 PM,50.81542351
SPACE MOUNTAIN,AUG,6 PM,52.53710247
SPACE MOUNTAIN,AUG,7 PM,48.71314496
SPACE MOUNTAIN,AUG,8 PM,47.20650211
SPACE MOUNTAIN,AUG,9 PM,34.34703748
SPACE MOUNTAIN,AUG,10 PM,30.39583333
SPACE MOUNTAIN,AUG,11 PM,16.97768763
SPACE MOUNTAIN,SEP,12 AM,8.4375
SPACE MOUNTAIN,SEP,7 AM,9.647727273
SPACE MOUNTAIN,SEP,8 AM,15.38095238
SPACE MOUNTAIN,SEP,9 AM,24.05235602
SPACE MOUNTAIN,SEP,10 AM,35.69034318
SPACE MOUNTAIN,SEP,11 AM,43.30723341
SPACE MOUNTAIN,SEP,12 PM,42.85360679
SPACE MOUNTAIN,SEP,1 PM,40.84913112
SPACE MOUNTAIN,SEP,2 PM,41.83619984
SPACE MOUNTAIN,SEP,3 PM,36.66530612
SPACE MOUNTAIN,SEP,4 PM,38.98584906
SPACE MOUNTAIN,SEP,5 PM,42.36182756
SPACE MOUNTAIN,SEP,6 PM,53.73570521
SPACE MOUNTAIN,SEP,7 PM,44.45295405
SPACE MOUNTAIN,SEP,8 PM,36.33407243
SPACE MOUNTAIN,SEP,9 PM,26.94326241
SPACE MOUNTAIN,SEP,10 PM,14.8696219
SPACE MOUNTAIN,SEP,11 PM,10.95959596
SPACE MOUNTAIN,OCT,12 AM,10.55555556
SPACE MOUNTAIN,OCT,7 AM,13.8628692
SPACE MOUNTAIN,OCT,8 AM,19.59793814
SPACE MOUNTAIN,OCT,9 AM,32.00342936
SPACE MOUNTAIN,OCT,10 AM,42.78884462
SPACE MOUNTAIN,OCT,11 AM,58.34379358
SPACE MOUNTAIN,OCT,12 PM,56.5192582
SPACE MOUNTAIN,OCT,1 PM,54.09716599
SPACE MOUNTAIN,OCT,2 PM,47.93227092
SPACE MOUNTAIN,OCT,3 PM,43.92984968
SPACE MOUNTAIN,OCT,4 PM,56.66666667
SPACE MOUNTAIN,OCT,5 PM,56.68117883
SPACE MOUNTAIN,OCT,6 PM,73.89871383
SPACE MOUNTAIN,OCT,7 PM,46.24199288
SPACE MOUNTAIN,OCT,8 PM,38.22939068
SPACE MOUNTAIN,OCT,9 PM,33.89332366
SPACE MOUNTAIN,OCT,10 PM,24.09313725
SPACE MOUNTAIN,OCT,11 PM,11.84240363
SPACE MOUNTAIN,NOV,12 AM,20
SPACE MOUNTAIN,NOV,7 AM,12.85743802
SPACE MOUNTAIN,NOV,8 AM,18.98739496
SPACE MOUNTAIN,NOV,9 AM,34.35528031
SPACE MOUNTAIN,NOV,10 AM,46.49010849
SPACE MOUNTAIN,NOV,11 AM,53.19335347
SPACE MOUNTAIN,NOV,12 PM,56.31882202
SPACE MOUNTAIN,NOV,1 PM,57.60655738
SPACE MOUNTAIN,NOV,2 PM,54.88803583
SPACE MOUNTAIN,NOV,3 PM,46.47962592
SPACE MOUNTAIN,NOV,4 PM,52.15693707
SPACE MOUNTAIN,NOV,5 PM,54.60251046
SPACE MOUNTAIN,NOV,6 PM,64.52411168
SPACE MOUNTAIN,NOV,7 PM,45.18552876
SPACE MOUNTAIN,NOV,8 PM,39.34210526
SPACE MOUNTAIN,NOV,9 PM,42.53816794
SPACE MOUNTAIN,NOV,10 PM,32.39726027
SPACE MOUNTAIN,NOV,11 PM,24.01505646
SPACE MOUNTAIN,DEC,12 AM,30.38461538
SPACE MOUNTAIN,DEC,7 AM,16.17089679
SPACE MOUNTAIN,DEC,8 AM,27.15275081
SPACE MOUNTAIN,DEC,9 AM,39.41695703
SPACE MOUNTAIN,DEC,10 AM,55.37951807
SPACE MOUNTAIN,DEC,11 AM,65.35885167
SPACE MOUNTAIN,DEC,12 PM,62.39522701
SPACE MOUNTAIN,DEC,1 PM,64.93235294
SPACE MOUNTAIN,DEC,2 PM,67.50593824
SPACE MOUNTAIN,DEC,3 PM,59.62381517
SPACE MOUNTAIN,DEC,4 PM,62.49124854
SPACE MOUNTAIN,DEC,5 PM,65.70859419
SPACE MOUNTAIN,DEC,6 PM,81.9785575
SPACE MOUNTAIN,DEC,7 PM,57.96044864
SPACE MOUNTAIN,DEC,8 PM,48.96215596
SPACE MOUNTAIN,DEC,9 PM,47.49245625
SPACE MOUNTAIN,DEC,10 PM,40.32706767
SPACE MOUNTAIN,DEC,11 PM,27.21385542
FROZEN EVER AFTER,JAN,12 AM,5
FROZEN EVER AFTER,JAN,8 AM,35.94537815
FROZEN EVER AFTER,JAN,9 AM,57.1686747
FROZEN EVER AFTER,JAN,10 AM,65.43761088
FROZEN EVER AFTER,JAN,11 AM,70.27218935
FROZEN EVER AFTER,JAN,12 PM,71.54216867
FROZEN EVER AFTER,JAN,1 PM,80.68033274
FROZEN EVER AFTER,JAN,2 PM,89.96745562
FROZEN EVER AFTER,JAN,3 PM,94.4192217
FROZEN EVER AFTER,JAN,4 PM,91.10675513
FROZEN EVER AFTER,JAN,5 PM,88.29600484
FROZEN EVER AFTER,JAN,6 PM,79.36982249
FROZEN EVER AFTER,JAN,7 PM,69.98164015
FROZEN EVER AFTER,JAN,8 PM,46.18355995
FROZEN EVER AFTER,JAN,9 PM,35.82822086
FROZEN EVER AFTER,JAN,10 PM,21.4305949
FROZEN EVER AFTER,JAN,11 PM,19.09090909
FROZEN EVER AFTER,FEB,8 AM,29.88424437
FROZEN EVER AFTER,FEB,9 AM,56.97619048
FROZEN EVER AFTER,FEB,10 AM,63.53021978
FROZEN EVER AFTER,FEB,11 AM,75.1519337
FROZEN EVER AFTER,FEB,12 PM,78.73529412
FROZEN EVER AFTER,FEB,1 PM,80.95952024
FROZEN EVER AFTER,FEB,2 PM,82.48246844
FROZEN EVER AFTER,FEB,3 PM,84.89010989
FROZEN EVER AFTER,FEB,4 PM,82.54943503
FROZEN EVER AFTER,FEB,5 PM,78.51182197
FROZEN EVER AFTER,FEB,6 PM,75.77683616
FROZEN EVER AFTER,FEB,7 PM,68.24267782
FROZEN EVER AFTER,FEB,8 PM,44.72543353
FROZEN EVER AFTER,FEB,9 PM,25.67567568
FROZEN EVER AFTER,FEB,10 PM,11.68269231
FROZEN EVER AFTER,FEB,11 PM,10
FROZEN EVER AFTER,MAR,8 AM,27.81686047
FROZEN EVER AFTER,MAR,9 AM,52.51080051
FROZEN EVER AFTER,MAR,10 AM,58.46875
FROZEN EVER AFTER,MAR,11 AM,67.92475728
FROZEN EVER AFTER,MAR,12 PM,76.29206731
FROZEN EVER AFTER,MAR,1 PM,81.40586797
FROZEN EVER AFTER,MAR,2 PM,85.91194969
FROZEN EVER AFTER,MAR,3 PM,85.2661597
FROZEN EVER AFTER,MAR,4 PM,83.21295143
FROZEN EVER AFTER,MAR,5 PM,80.02421308
FROZEN EVER AFTER,MAR,6 PM,77.36462094
FROZEN EVER AFTER,MAR,7 PM,72.7014218
FROZEN EVER AFTER,MAR,8 PM,50.64209275
FROZEN EVER AFTER,MAR,9 PM,28.95522388
FROZEN EVER AFTER,MAR,10 PM,23.84615385
FROZEN EVER AFTER,MAR,11 PM,20
FROZEN EVER AFTER,APR,8 AM,28.71866295
FROZEN EVER AFTER,APR,9 AM,49.70155039
FROZEN EVER AFTER,APR,10 AM,62.13345196
FROZEN EVER AFTER,APR,11 AM,72.81122151
FROZEN EVER AFTER,APR,12 PM,73.87749121
FROZEN EVER AFTER,APR,1 PM,82.1898883
FROZEN EVER AFTER,APR,2 PM,81.76210153
FROZEN EVER AFTER,APR,3 PM,83.22107081
FROZEN EVER AFTER,APR,4 PM,85.97115385
FROZEN EVER AFTER,APR,5 PM,76.26440461
FROZEN EVER AFTER,APR,6 PM,72.83511643
FROZEN EVER AFTER,APR,7 PM,69.7873671
FROZEN EVER AFTER,APR,8 PM,45.87144623
FROZEN EVER AFTER,APR,9 PM,30.8627451
FROZEN EVER AFTER,APR,10 PM,15.23376623
FROZEN EVER AFTER,APR,11 PM,7
FROZEN EVER AFTER,MAY,8 AM,24.62688297
FROZEN EVER AFTER,MAY,9 AM,43.24139976
FROZEN EVER AFTER,MAY,10 AM,53.57059849
FROZEN EVER AFTER,MAY,11 AM,60.91681846
FROZEN EVER AFTER,MAY,12 PM,66.17480136
FROZEN EVER AFTER,MAY,1 PM,69.33122847
FROZEN EVER AFTER,MAY,2 PM,71.06103822
FROZEN EVER AFTER,MAY,3 PM,70.88714369
FROZEN EVER AFTER,MAY,4 PM,70.23780855
FROZEN EVER AFTER,MAY,5 PM,64.22677262
FROZEN EVER AFTER,MAY,6 PM,61.10250569
FROZEN EVER AFTER,MAY,7 PM,61.2188914
FROZEN EVER AFTER,MAY,8 PM,41.27929688
FROZEN EVER AFTER,MAY,9 PM,34.26923077
FROZEN EVER AFTER,MAY,10 PM,20.62937063
FROZEN EVER AFTER,MAY,11 PM,15
FROZEN EVER AFTER,JUN,12 AM,9.191176471
FROZEN EVER AFTER,JUN,8 AM,28.20492866
FROZEN EVER AFTER,JUN,9 AM,45.56656347
FROZEN EVER AFTER,JUN,10 AM,62.23667906
FROZEN EVER AFTER,JUN,11 AM,67.95800365
FROZEN EVER AFTER,JUN,12 PM,74.68961278
FROZEN EVER AFTER,JUN,1 PM,78.60409146
FROZEN EVER AFTER,JUN,2 PM,77.92011834
FROZEN EVER AFTER,JUN,3 PM,81.59021407
FROZEN EVER AFTER,JUN,4 PM,80.21485574
FROZEN EVER AFTER,JUN,5 PM,73.94831731
FROZEN EVER AFTER,JUN,6 PM,70.31117825
FROZEN EVER AFTER,JUN,7 PM,68.74769231
FROZEN EVER AFTER,JUN,8 PM,48.27254642
FROZEN EVER AFTER,JUN,9 PM,41.38461538
FROZEN EVER AFTER,JUN,10 PM,26.44963145
FROZEN EVER AFTER,JUN,11 PM,24.34782609
FROZEN EVER AFTER,JUL,12 AM,8.093220339
FROZEN EVER AFTER,JUL,8 AM,17.13700565
FROZEN EVER AFTER,JUL,9 AM,35.22510232
FROZEN EVER AFTER,JUL,10 AM,51.640625
FROZEN EVER AFTER,JUL,11 AM,62.19200524
FROZEN EVER AFTER,JUL,12 PM,65.0678733
FROZEN EVER AFTER,JUL,1 PM,67.08664021
FROZEN EVER AFTER,JUL,2 PM,69.7467488
FROZEN EVER AFTER,JUL,3 PM,68.59483302
FROZEN EVER AFTER,JUL,4 PM,70.07250946
FROZEN EVER AFTER,JUL,5 PM,68.81297229
FROZEN EVER AFTER,JUL,6 PM,65.52682612
FROZEN EVER AFTER,JUL,7 PM,62.59052008
FROZEN EVER AFTER,JUL,8 PM,44.32354818
FROZEN EVER AFTER,JUL,9 PM,41.31386861
FROZEN EVER AFTER,JUL,10 PM,20.02597403
FROZEN EVER AFTER,JUL,11 PM,16.76348548
FROZEN EVER AFTER,AUG,12 AM,6.25
FROZEN EVER AFTER,AUG,8 AM,21.24965894
FROZEN EVER AFTER,AUG,9 AM,43.79391892
FROZEN EVER AFTER,AUG,10 AM,52.86908078
FROZEN EVER AFTER,AUG,11 AM,64.80104371
FROZEN EVER AFTER,AUG,12 PM,68.97684606
FROZEN EVER AFTER,AUG,1 PM,72.76009792
FROZEN EVER AFTER,AUG,2 PM,75.3683834
FROZEN EVER AFTER,AUG,3 PM,69.86881559
FROZEN EVER AFTER,AUG,4 PM,71.3916501
FROZEN EVER AFTER,AUG,5 PM,73.38006231
FROZEN EVER AFTER,AUG,6 PM,66.20882536
FROZEN EVER AFTER,AUG,7 PM,64.73729298
FROZEN EVER AFTER,AUG,8 PM,49.89910314
FROZEN EVER AFTER,AUG,9 PM,47.29166667
FROZEN EVER AFTER,AUG,10 PM,20.57939914
FROZEN EVER AFTER,AUG,11 PM,9.333333333
FROZEN EVER AFTER,SEP,8 AM,21.37980085
FROZEN EVER AFTER,SEP,9 AM,42.80271623
FROZEN EVER AFTER,SEP,10 AM,54.84341637
FROZEN EVER AFTER,SEP,11 AM,60.78055965
FROZEN EVER AFTER,SEP,12 PM,66.17301038
FROZEN EVER AFTER,SEP,1 PM,77.90629096
FROZEN EVER AFTER,SEP,2 PM,83.81604697
FROZEN EVER AFTER,SEP,3 PM,84.6964752
FROZEN EVER AFTER,SEP,4 PM,80.92255892
FROZEN EVER AFTER,SEP,5 PM,73.05306685
FROZEN EVER AFTER,SEP,6 PM,68.59643329
FROZEN EVER AFTER,SEP,7 PM,59.96467566
FROZEN EVER AFTER,SEP,8 PM,44.75241158
FROZEN EVER AFTER,SEP,9 PM,37.91666667
FROZEN EVER AFTER,SEP,10 PM,10.17676768
FROZEN EVER AFTER,SEP,11 PM,6.25
FROZEN EVER AFTER,OCT,8 AM,24.29221733
FROZEN EVER AFTER,OCT,9 AM,47.60250174
FROZEN EVER AFTER,OCT,10 AM,54.61920981
FROZEN EVER AFTER,OCT,11 AM,63.43877551
FROZEN EVER AFTER,OCT,12 PM,69.71626298
FROZEN EVER AFTER,OCT,1 PM,78.66762178
FROZEN EVER AFTER,OCT,2 PM,81.32465544
FROZEN EVER AFTER,OCT,3 PM,79.25308194
FROZEN EVER AFTER,OCT,4 PM,80.06834532
FROZEN EVER AFTER,OCT,5 PM,78.97218453
FROZEN EVER AFTER,OCT,6 PM,72.1045392
FROZEN EVER AFTER,OCT,7 PM,70.96180082
FROZEN EVER AFTER,OCT,8 PM,48.63409415
FROZEN EVER AFTER,OCT,9 PM,34.72111554
FROZEN EVER AFTER,OCT,10 PM,16.5720524
FROZEN EVER AFTER,OCT,11 PM,13.33333333
FROZEN EVER AFTER,NOV,8 AM,32.58176556
FROZEN EVER AFTER,NOV,9 AM,50.71846554
FROZEN EVER AFTER,NOV,10 AM,61.67038778
FROZEN EVER AFTER,NOV,11 AM,69.45090064
FROZEN EVER AFTER,NOV,12 PM,73.85748647
FROZEN EVER AFTER,NOV,1 PM,81.83290978
FROZEN EVER AFTER,NOV,2 PM,86.41366224
FROZEN EVER AFTER,NOV,3 PM,84.67351874
FROZEN EVER AFTER,NOV,4 PM,82.16859717
FROZEN EVER AFTER,NOV,5 PM,81.27954085
FROZEN EVER AFTER,NOV,6 PM,70.94789705
FROZEN EVER AFTER,NOV,7 PM,68.64281308
FROZEN EVER AFTER,NOV,8 PM,50.47051443
FROZEN EVER AFTER,NOV,9 PM,27.96780684
FROZEN EVER AFTER,NOV,10 PM,14.30136986
FROZEN EVER AFTER,NOV,11 PM,5.153846154
FROZEN EVER AFTER,DEC,12 AM,40.71428571
FROZEN EVER AFTER,DEC,8 AM,30.1073903
FROZEN EVER AFTER,DEC,9 AM,55.88383838
FROZEN EVER AFTER,DEC,10 AM,68.83069083
FROZEN EVER AFTER,DEC,11 AM,74.14359862
FROZEN EVER AFTER,DEC,12 PM,80.93898104
FROZEN EVER AFTER,DEC,1 PM,90.92504462
FROZEN EVER AFTER,DEC,2 PM,91.1649061
FROZEN EVER AFTER,DEC,3 PM,93.17495808
FROZEN EVER AFTER,DEC,4 PM,95.7615894
FROZEN EVER AFTER,DEC,5 PM,84.07210732
FROZEN EVER AFTER,DEC,6 PM,80.9057971
FROZEN EVER AFTER,DEC,7 PM,77.91851441
FROZEN EVER AFTER,DEC,8 PM,60.73046433
FROZEN EVER AFTER,DEC,9 PM,35.69565217
FROZEN EVER AFTER,DEC,10 PM,36.21153846
FROZEN EVER AFTER,DEC,11 PM,19.75806452
"REMY'S RATATOUILLE ADVENTRUE",JAN,12 AM,14.91525424
"REMY'S RATATOUILLE ADVENTRUE",JAN,8 AM,45.12345679
"REMY'S RATATOUILLE ADVENTRUE",JAN,9 AM,62.52171291
"REMY'S RATATOUILLE ADVENTRUE",JAN,10 AM,64.12911903
"REMY'S RATATOUILLE ADVENTRUE",JAN,11 AM,71.18531889
"REMY'S RATATOUILLE ADVENTRUE",JAN,12 PM,74.59148446
"REMY'S RATATOUILLE ADVENTRUE",JAN,1 PM,82.91863208
"REMY'S RATATOUILLE ADVENTRUE",JAN,2 PM,98.79918981
"REMY'S RATATOUILLE ADVENTRUE",JAN,3 PM,103.502048
"REMY'S RATATOUILLE ADVENTRUE",JAN,4 PM,95.74362166
"REMY'S RATATOUILLE ADVENTRUE",JAN,5 PM,92.37842893
"REMY'S RATATOUILLE ADVENTRUE",JAN,6 PM,95.34301958
"REMY'S RATATOUILLE ADVENTRUE",JAN,7 PM,87.51954299
"REMY'S RATATOUILLE ADVENTRUE",JAN,8 PM,62.15242347
"REMY'S RATATOUILLE ADVENTRUE",JAN,9 PM,51.48264984
"REMY'S RATATOUILLE ADVENTRUE",JAN,10 PM,21.44117647
"REMY'S RATATOUILLE ADVENTRUE",JAN,11 PM,12.68181818
"REMY'S RATATOUILLE ADVENTRUE",FEB,8 AM,54.79865772
"REMY'S RATATOUILLE ADVENTRUE",FEB,9 AM,64.62536023
"REMY'S RATATOUILLE ADVENTRUE",FEB,10 AM,61.75675676
"REMY'S RATATOUILLE ADVENTRUE",FEB,11 AM,68.63960114
"REMY'S RATATOUILLE ADVENTRUE",FEB,12 PM,73.35276968
"REMY'S RATATOUILLE ADVENTRUE",FEB,1 PM,78.48507463
"REMY'S RATATOUILLE ADVENTRUE",FEB,2 PM,86.04444444
"REMY'S RATATOUILLE ADVENTRUE",FEB,3 PM,85.11329305
"REMY'S RATATOUILLE ADVENTRUE",FEB,4 PM,85.10057471
"REMY'S RATATOUILLE ADVENTRUE",FEB,5 PM,87.99578059
"REMY'S RATATOUILLE ADVENTRUE",FEB,6 PM,89.28257687
"REMY'S RATATOUILLE ADVENTRUE",FEB,7 PM,79.91071429
"REMY'S RATATOUILLE ADVENTRUE",FEB,8 PM,57.83823529
"REMY'S RATATOUILLE ADVENTRUE",FEB,9 PM,36.73228346
"REMY'S RATATOUILLE ADVENTRUE",FEB,10 PM,10.19230769
"REMY'S RATATOUILLE ADVENTRUE",FEB,11 PM,6.25
"REMY'S RATATOUILLE ADVENTRUE",MAR,8 AM,57.09064327
"REMY'S RATATOUILLE ADVENTRUE",MAR,9 AM,66.93384224
"REMY'S RATATOUILLE ADVENTRUE",MAR,10 AM,59.39678284
"REMY'S RATATOUILLE ADVENTRUE",MAR,11 AM,73.58048162
"REMY'S RATATOUILLE ADVENTRUE",MAR,12 PM,73.4947644
"REMY'S RATATOUILLE ADVENTRUE",MAR,1 PM,80.11470985
"REMY'S RATATOUILLE ADVENTRUE",MAR,2 PM,94.21185372
"REMY'S RATATOUILLE ADVENTRUE",MAR,3 PM,93.46437346
"REMY'S RATATOUILLE ADVENTRUE",MAR,4 PM,91.54222766
"REMY'S RATATOUILLE ADVENTRUE",MAR,5 PM,94.88564168
"REMY'S RATATOUILLE ADVENTRUE",MAR,6 PM,86.432
"REMY'S RATATOUILLE ADVENTRUE",MAR,7 PM,85.87649402
"REMY'S RATATOUILLE ADVENTRUE",MAR,8 PM,78.10991957
"REMY'S RATATOUILLE ADVENTRUE",MAR,9 PM,51.10576923
"REMY'S RATATOUILLE ADVENTRUE",MAR,10 PM,25.38461538
"REMY'S RATATOUILLE ADVENTRUE",MAR,11 PM,25
"REMY'S RATATOUILLE ADVENTRUE",APR,8 AM,54.34285714
"REMY'S RATATOUILLE ADVENTRUE",APR,9 AM,58.14144737
"REMY'S RATATOUILLE ADVENTRUE",APR,10 AM,54.48466258
"REMY'S RATATOUILLE ADVENTRUE",APR,11 AM,72.97885196
"REMY'S RATATOUILLE ADVENTRUE",APR,12 PM,78.86666667
"REMY'S RATATOUILLE ADVENTRUE",APR,1 PM,76.31452581
"REMY'S RATATOUILLE ADVENTRUE",APR,2 PM,90.03287507
"REMY'S RATATOUILLE ADVENTRUE",APR,3 PM,95.11111111
"REMY'S RATATOUILLE ADVENTRUE",APR,4 PM,85.87248322
"REMY'S RATATOUILLE ADVENTRUE",APR,5 PM,83.04786621
"REMY'S RATATOUILLE ADVENTRUE",APR,6 PM,80.53581662
"REMY'S RATATOUILLE ADVENTRUE",APR,7 PM,77.69392664
"REMY'S RATATOUILLE ADVENTRUE",APR,8 PM,61.44307692
"REMY'S RATATOUILLE ADVENTRUE",APR,9 PM,38.10152284
"REMY'S RATATOUILLE ADVENTRUE",APR,10 PM,14.97524752
"REMY'S RATATOUILLE ADVENTRUE",APR,11 PM,5
"REMY'S RATATOUILLE ADVENTRUE",MAY,8 AM,46.77713626
"REMY'S RATATOUILLE ADVENTRUE",MAY,9 AM,42.20442632
"REMY'S RATATOUILLE ADVENTRUE",MAY,10 AM,43.94110985
"REMY'S RATATOUILLE ADVENTRUE",MAY,11 AM,56.97375615
"REMY'S RATATOUILLE ADVENTRUE",MAY,12 PM,49.23925028
"REMY'S RATATOUILLE ADVENTRUE",MAY,1 PM,65.63652074
"REMY'S RATATOUILLE ADVENTRUE",MAY,2 PM,64.18539326
"REMY'S RATATOUILLE ADVENTRUE",MAY,3 PM,70.78774617
"REMY'S RATATOUILLE ADVENTRUE",MAY,4 PM,65.3956044
"REMY'S RATATOUILLE ADVENTRUE",MAY,5 PM,65.11291257
"REMY'S RATATOUILLE ADVENTRUE",MAY,6 PM,59.38942892
"REMY'S RATATOUILLE ADVENTRUE",MAY,7 PM,57.81396714
"REMY'S RATATOUILLE ADVENTRUE",MAY,8 PM,52.2755611
"REMY'S RATATOUILLE ADVENTRUE",MAY,9 PM,37.46938776
"REMY'S RATATOUILLE ADVENTRUE",MAY,10 PM,18.13793103
"REMY'S RATATOUILLE ADVENTRUE",MAY,11 PM,10
"REMY'S RATATOUILLE ADVENTRUE",JUN,12 AM,14.65517241
"REMY'S RATATOUILLE ADVENTRUE",JUN,8 AM,46.78331258
"REMY'S RATATOUILLE ADVENTRUE",JUN,9 AM,52.58297612
"REMY'S RATATOUILLE ADVENTRUE",JUN,10 AM,50.97230237
"REMY'S RATATOUILLE ADVENTRUE",JUN,11 AM,64.53151618
"REMY'S RATATOUILLE ADVENTRUE",JUN,12 PM,59.16519174
"REMY'S RATATOUILLE ADVENTRUE",JUN,1 PM,71.50672908
"REMY'S RATATOUILLE ADVENTRUE",JUN,2 PM,72.12688822
"REMY'S RATATOUILLE ADVENTRUE",JUN,3 PM,80.26400515
"REMY'S RATATOUILLE ADVENTRUE",JUN,4 PM,77.8833023
"REMY'S RATATOUILLE ADVENTRUE",JUN,5 PM,75.75347222
"REMY'S RATATOUILLE ADVENTRUE",JUN,6 PM,65.88253195
"REMY'S RATATOUILLE ADVENTRUE",JUN,7 PM,71.1509324
"REMY'S RATATOUILLE ADVENTRUE",JUN,8 PM,63.09795673
"REMY'S RATATOUILLE ADVENTRUE",JUN,9 PM,59.69465649
"REMY'S RATATOUILLE ADVENTRUE",JUN,10 PM,30.10840108
"REMY'S RATATOUILLE ADVENTRUE",JUN,11 PM,20.15037594
"REMY'S RATATOUILLE ADVENTRUE",JUL,12 AM,10
"REMY'S RATATOUILLE ADVENTRUE",JUL,8 AM,35.76510067
"REMY'S RATATOUILLE ADVENTRUE",JUL,9 AM,38.85321101
"REMY'S RATATOUILLE ADVENTRUE",JUL,10 AM,39.46955345
"REMY'S RATATOUILLE ADVENTRUE",JUL,11 AM,49.64705882
"REMY'S RATATOUILLE ADVENTRUE",JUL,12 PM,53.6412677
"REMY'S RATATOUILLE ADVENTRUE",JUL,1 PM,59.09539474
"REMY'S RATATOUILLE ADVENTRUE",JUL,2 PM,66.02189781
"REMY'S RATATOUILLE ADVENTRUE",JUL,3 PM,73.11756935
"REMY'S RATATOUILLE ADVENTRUE",JUL,4 PM,70.79244032
"REMY'S RATATOUILLE ADVENTRUE",JUL,5 PM,68.40053763
"REMY'S RATATOUILLE ADVENTRUE",JUL,6 PM,71.09344581
"REMY'S RATATOUILLE ADVENTRUE",JUL,7 PM,63.89238515
"REMY'S RATATOUILLE ADVENTRUE",JUL,8 PM,55.84722222
"REMY'S RATATOUILLE ADVENTRUE",JUL,9 PM,52.1641791
"REMY'S RATATOUILLE ADVENTRUE",JUL,10 PM,22.23376623
"REMY'S RATATOUILLE ADVENTRUE",JUL,11 PM,10.6846473
"REMY'S RATATOUILLE ADVENTRUE",AUG,12 AM,7.5
"REMY'S RATATOUILLE ADVENTRUE",AUG,8 AM,45.76041667
"REMY'S RATATOUILLE ADVENTRUE",AUG,9 AM,45.08659397
"REMY'S RATATOUILLE ADVENTRUE",AUG,10 AM,43.91855808
"REMY'S RATATOUILLE ADVENTRUE",AUG,11 AM,52.78591353
"REMY'S RATATOUILLE ADVENTRUE",AUG,12 PM,53.01020408
"REMY'S RATATOUILLE ADVENTRUE",AUG,1 PM,61.97659709
"REMY'S RATATOUILLE ADVENTRUE",AUG,2 PM,60.88650101
"REMY'S RATATOUILLE ADVENTRUE",AUG,3 PM,69.14885496
"REMY'S RATATOUILLE ADVENTRUE",AUG,4 PM,71.04554865
"REMY'S RATATOUILLE ADVENTRUE",AUG,5 PM,67.55159475
"REMY'S RATATOUILLE ADVENTRUE",AUG,6 PM,68.26298701
"REMY'S RATATOUILLE ADVENTRUE",AUG,7 PM,66.03156049
"REMY'S RATATOUILLE ADVENTRUE",AUG,8 PM,64.21550672
"REMY'S RATATOUILLE ADVENTRUE",AUG,9 PM,59.37262357
"REMY'S RATATOUILLE ADVENTRUE",AUG,10 PM,16.15879828
"REMY'S RATATOUILLE ADVENTRUE",AUG,11 PM,7.770833333
"REMY'S RATATOUILLE ADVENTRUE",SEP,8 AM,42.80099502
"REMY'S RATATOUILLE ADVENTRUE",SEP,9 AM,44.60356484
"REMY'S RATATOUILLE ADVENTRUE",SEP,10 AM,43.18730159
"REMY'S RATATOUILLE ADVENTRUE",SEP,11 AM,54.73350254
"REMY'S RATATOUILLE ADVENTRUE",SEP,12 PM,53.86601307
"REMY'S RATATOUILLE ADVENTRUE",SEP,1 PM,63.97362794
"REMY'S RATATOUILLE ADVENTRUE",SEP,2 PM,70.91624911
"REMY'S RATATOUILLE ADVENTRUE",SEP,3 PM,72.32740943
"REMY'S RATATOUILLE ADVENTRUE",SEP,4 PM,71.64314516
"REMY'S RATATOUILLE ADVENTRUE",SEP,5 PM,69.9
"REMY'S RATATOUILLE ADVENTRUE",SEP,6 PM,66.25413633
"REMY'S RATATOUILLE ADVENTRUE",SEP,7 PM,62.61587302
"REMY'S RATATOUILLE ADVENTRUE",SEP,8 PM,51.56460296
"REMY'S RATATOUILLE ADVENTRUE",SEP,9 PM,46.73076923
"REMY'S RATATOUILLE ADVENTRUE",SEP,10 PM,13.53813559
"REMY'S RATATOUILLE ADVENTRUE",SEP,11 PM,8.75
"REMY'S RATATOUILLE ADVENTRUE",OCT,8 AM,43.85097493
