RIDE,MONTH,TIME_OF_DAY,AVERAGE_WAIT_TIME_MIN
TOWER OF TERROR,MAY,12 PM,41.40573319
TOWER OF TERROR,MAY,1 PM,39.06758305
TOWER OF TERROR,MAY,2 PM,42.39857846
TOWER OF TERROR,MAY,3 PM,38.38037486
TOWER OF TERROR,MAY,4 PM,40.88354292
TOWER OF TERROR,MAY,5 PM,38.98685652
TOWER OF TERROR,MAY,6 PM,35.48824494
TOWER OF TERROR,MAY,7 PM,38.28376162
TOWER OF TERROR,MAY,8 PM,30.5472936
TOWER OF TERROR,MAY,9 PM,24.08282675
TOWER OF TERROR,MAY,10 PM,21.72653061
TOWER OF TERROR,MAY,11 PM,13
TOWER OF TERROR,JUN,12 AM,13
TOWER OF TERROR,JUN,8 AM,22.6301931
TOWER OF TERROR,JUN,9 AM,46.92734554
TOWER OF TERROR,JUN,10 AM,53.37072893
TOWER OF TERROR,JUN,11 AM,53.34407972
TOWER OF TERROR,JUN,12 PM,52.2702381
TOWER OF TERROR,JUN,1 PM,45.35287081
TOWER OF TERROR,JUN,2 PM,48.71188475
TOWER OF TERROR,JUN,3 PM,44.44444444
TOWER OF TERROR,JUN,4 PM,44.23553477
TOWER OF TERROR,JUN,5 PM,43.5571762
TOWER OF TERROR,JUN,6 PM,47.45411765
TOWER OF TERROR,JUN,7 PM,41.92827988
TOWER OF TERROR,JUN,8 PM,38.19219397
TOWER OF TERROR,JUN,9 PM,19.42268041
TOWER OF TERROR,JUN,10 PM,16.95238095
TOWER OF TERROR,JUN,11 PM,13.96610169
TOWER OF TERROR,JUL,8 AM,24.27900738
TOWER OF TERROR,JUL,9 AM,50.58003766
TOWER OF TERROR,JUL,10 AM,55.56190476
TOWER OF TERROR,JUL,11 AM,66.53949904
TOWER OF TERROR,JUL,12 PM,66.98214286
TOWER OF TERROR,JUL,1 PM,55.83877159
TOWER OF TERROR,JUL,2 PM,58.15084852
TOWER OF TERROR,JUL,3 PM,55.48431619
TOWER OF TERROR,JUL,4 PM,54.26511335
TOWER OF TERROR,JUL,5 PM,53.95919648
TOWER OF TERROR,JUL,6 PM,50.97741531
TOWER OF TERROR,JUL,7 PM,56.10673443
TOWER OF TERROR,JUL,8 PM,47.4906367
TOWER OF TERROR,JUL,9 PM,40.83870968
TOWER OF TERROR,AUG,8 AM,24.86250999
TOWER OF TERROR,AUG,9 AM,43.6820339
TOWER OF TERROR,AUG,10 AM,53.95140845
TOWER OF TERROR,AUG,11 AM,58.81879195
TOWER OF TERROR,AUG,12 PM,61.05067568
TOWER OF TERROR,AUG,1 PM,57.20704574
TOWER OF TERROR,AUG,2 PM,58.49839228
TOWER OF TERROR,AUG,3 PM,54.30677291
TOWER OF TERROR,AUG,4 PM,49.36191059
TOWER OF TERROR,AUG,5 PM,48.36951066
TOWER OF TERROR,AUG,6 PM,48.50122699
TOWER OF TERROR,AUG,7 PM,54.55023095
TOWER OF TERROR,AUG,8 PM,54.70152629
TOWER OF TERROR,AUG,9 PM,55.58823529
TOWER OF TERROR,SEP,12 AM,13
TOWER OF TERROR,SEP,8 AM,14.86312399
TOWER OF TERROR,SEP,9 AM,34.48442907
TOWER OF TERROR,SEP,10 AM,51.59210526
TOWER OF TERROR,SEP,11 AM,53.62035851
TOWER OF TERROR,SEP,12 PM,49.78882391
TOWER OF TERROR,SEP,1 PM,41.57544089
TOWER OF TERROR,SEP,2 PM,44.5875817
TOWER OF TERROR,SEP,3 PM,41.17342193
TOWER OF TERROR,SEP,4 PM,38.91112574
TOWER OF TERROR,SEP,5 PM,42.04049641
TOWER OF TERROR,SEP,6 PM,39.48907455
TOWER OF TERROR,SEP,7 PM,39.04743833
TOWER OF TERROR,SEP,8 PM,29.03792668
TOWER OF TERROR,SEP,9 PM,18.60683761
TOWER OF TERROR,SEP,10 PM,13
TOWER OF TERROR,SEP,11 PM,13
TOWER OF TERROR,OCT,8 AM,20.69673913
TOWER OF TERROR,OCT,9 AM,38.15514993
TOWER OF TERROR,OCT,10 AM,54.686882
TOWER OF TERROR,OCT,11 AM,57.440625
TOWER OF TERROR,OCT,12 PM,57.125
TOWER OF TERROR,OCT,1 PM,56.35695187
TOWER OF TERROR,OCT,2 PM,54.25419182
TOWER OF TERROR,OCT,3 PM,50.08007687
TOWER OF TERROR,OCT,4 PM,53.34910486
TOWER OF TERROR,OCT,5 PM,63.97554527
TOWER OF TERROR,OCT,6 PM,52.98115747
TOWER OF TERROR,OCT,7 PM,50.53867028
TOWER OF TERROR,OCT,8 PM,42.59762071
TOWER OF TERROR,OCT,9 PM,31.39830508
TOWER OF TERROR,OCT,10 PM,14.29032258
TOWER OF TERROR,OCT,11 PM,14.75
TOWER OF TERROR,NOV,12 AM,16.8
TOWER OF TERROR,NOV,8 AM,23.32474227
TOWER OF TERROR,NOV,9 AM,46.30905512
TOWER OF TERROR,NOV,10 AM,59.58507463
TOWER OF TERROR,NOV,11 AM,65.72229064
TOWER OF TERROR,NOV,12 PM,60.77588235
TOWER OF TERROR,NOV,1 PM,55.25178147
TOWER OF TERROR,NOV,2 PM,61.98051948
TOWER OF TERROR,NOV,3 PM,60.87074031
TOWER OF TERROR,NOV,4 PM,56.02295468
TOWER OF TERROR,NOV,5 PM,55.16860465
TOWER OF TERROR,NOV,6 PM,59.90174419
TOWER OF TERROR,NOV,7 PM,49.41618161
TOWER OF TERROR,NOV,8 PM,43.22858942
TOWER OF TERROR,NOV,9 PM,17.19875776
TOWER OF TERROR,NOV,10 PM,18.12542373
TOWER OF TERROR,NOV,11 PM,16.14576271
TOWER OF TERROR,DEC,12 AM,20.02777778
TOWER OF TERROR,DEC,8 AM,25.38017118
TOWER OF TERROR,DEC,9 AM,54.57692308
TOWER OF TERROR,DEC,10 AM,70.9127228
TOWER OF TERROR,DEC,11 AM,72.57134364
TOWER OF TERROR,DEC,12 PM,83.53229527
TOWER OF TERROR,DEC,1 PM,73.79133409
TOWER OF TERROR,DEC,2 PM,81.84927697
TOWER OF TERROR,DEC,3 PM,76.51032942
TOWER OF TERROR,DEC,4 PM,74.7113867
TOWER OF TERROR,DEC,5 PM,73.86494253
TOWER OF TERROR,DEC,6 PM,70.52037803
TOWER OF TERROR,DEC,7 PM,58.45870469
TOWER OF TERROR,DEC,8 PM,59.49836708
TOWER OF TERROR,DEC,9 PM,27.65836299
TOWER OF TERROR,DEC,10 PM,23.72058824
TOWER OF TERROR,DEC,11 PM,21.57966102
RISE OF RESISTANCE,JAN,12 AM,7.5
RISE OF RESISTANCE,JAN,8 AM,59.67266187
RISE OF RESISTANCE,JAN,9 AM,91.31567797
RISE OF RESISTANCE,JAN,10 AM,101.4244742
RISE OF RESISTANCE,JAN,11 AM,103.8573273
RISE OF RESISTANCE,JAN,12 PM,103.5521789
RISE OF RESISTANCE,JAN,1 PM,103.264974
RISE OF RESISTANCE,JAN,2 PM,104.2920354
RISE OF RESISTANCE,JAN,3 PM,104.7612819
RISE OF RESISTANCE,JAN,4 PM,93.26824584
RISE OF RESISTANCE,JAN,5 PM,89.58064516
RISE OF RESISTANCE,JAN,6 PM,97.90076336
RISE OF RESISTANCE,JAN,7 PM,81.31158455
RISE OF RESISTANCE,JAN,8 PM,62.66172107
RISE OF RESISTANCE,JAN,9 PM,24.52631579
RISE OF RESISTANCE,JAN,10 PM,10
RISE OF RESISTANCE,JAN,11 PM,8.262711864
RISE OF RESISTANCE,FEB,12 AM,39.28571429
RISE OF RESISTANCE,FEB,8 AM,55.00915332
RISE OF RESISTANCE,FEB,9 AM,106.402439
RISE OF RESISTANCE,FEB,10 AM,114.4503817
RISE OF RESISTANCE,FEB,11 AM,110.4538462
RISE OF RESISTANCE,FEB,12 PM,116.9131122
RISE OF RESISTANCE,FEB,1 PM,116.3464696
RISE OF RESISTANCE,FEB,2 PM,121.0088365
RISE OF RESISTANCE,FEB,3 PM,115.015361
RISE OF RESISTANCE,FEB,4 PM,110.4692082
RISE OF RESISTANCE,FEB,5 PM,103.6133768
RISE OF RESISTANCE,FEB,6 PM,98.11919505
RISE OF RESISTANCE,FEB,7 PM,86.24802528
RISE OF RESISTANCE,FEB,8 PM,67.24505327
RISE OF RESISTANCE,FEB,9 PM,73.16326531
RISE OF RESISTANCE,FEB,10 PM,37.01923077
RISE OF RESISTANCE,FEB,11 PM,31.15384615
RISE OF RESISTANCE,MAR,12 AM,36.13636364
RISE OF RESISTANCE,MAR,8 AM,75.70342772
RISE OF RESISTANCE,MAR,9 AM,115.1115486
RISE OF RESISTANCE,MAR,10 AM,113.9924906
RISE OF RESISTANCE,MAR,11 AM,113.0164159
RISE OF RESISTANCE,MAR,12 PM,114.2847854
RISE OF RESISTANCE,MAR,1 PM,111.8307087
RISE OF RESISTANCE,MAR,2 PM,117.5894988
RISE OF RESISTANCE,MAR,3 PM,106.1311054
RISE OF RESISTANCE,MAR,4 PM,99.12735849
RISE OF RESISTANCE,MAR,5 PM,99.81684982
RISE OF RESISTANCE,MAR,6 PM,94.55346651
RISE OF RESISTANCE,MAR,7 PM,77.91256158
RISE OF RESISTANCE,MAR,8 PM,58.39036755
RISE OF RESISTANCE,MAR,9 PM,50.98272138
RISE OF RESISTANCE,MAR,10 PM,41.21794872
RISE OF RESISTANCE,MAR,11 PM,39.16666667
RISE OF RESISTANCE,APR,12 AM,29.88888889
RISE OF RESISTANCE,APR,8 AM,69.48824451
RISE OF RESISTANCE,APR,9 AM,104.9505929
RISE OF RESISTANCE,APR,10 AM,114.7673716
RISE OF RESISTANCE,APR,11 AM,112.6583435
RISE OF RESISTANCE,APR,12 PM,107.5726141
RISE OF RESISTANCE,APR,1 PM,117.1273964
RISE OF RESISTANCE,APR,2 PM,109.8372966
RISE OF RESISTANCE,APR,3 PM,102.9645219
RISE OF RESISTANCE,APR,4 PM,96.53220763
RISE OF RESISTANCE,APR,5 PM,94.17729205
RISE OF RESISTANCE,APR,6 PM,86.88486265
RISE OF RESISTANCE,APR,7 PM,75.24970273
RISE OF RESISTANCE,APR,8 PM,59.20648968
RISE OF RESISTANCE,APR,9 PM,45.04125413
RISE OF RESISTANCE,APR,10 PM,38.12154696
RISE OF RESISTANCE,APR,11 PM,40.16949153
RISE OF RESISTANCE,MAY,12 AM,13.11440678
RISE OF RESISTANCE,MAY,8 AM,55.27506775
RISE OF RESISTANCE,MAY,9 AM,71.02882038
RISE OF RESISTANCE,MAY,10 AM,81.07580979
RISE OF RESISTANCE,MAY,11 AM,78.81306598
RISE OF RESISTANCE,MAY,12 PM,79.04309252
RISE OF RESISTANCE,MAY,1 PM,76.22270742
RISE OF RESISTANCE,MAY,2 PM,78.55613238
RISE OF RESISTANCE,MAY,3 PM,80.93304402
RISE OF RESISTANCE,MAY,4 PM,78.77415459
RISE OF RESISTANCE,MAY,5 PM,68.53859753
RISE OF RESISTANCE,MAY,6 PM,68.31355932
RISE OF RESISTANCE,MAY,7 PM,69.66903073
RISE OF RESISTANCE,MAY,8 PM,50.65105654
RISE OF RESISTANCE,MAY,9 PM,32.60124611
RISE OF RESISTANCE,MAY,10 PM,21.25641026
RISE OF RESISTANCE,MAY,11 PM,16.81818182
RISE OF RESISTANCE,JUN,12 AM,19.38559322
RISE OF RESISTANCE,JUN,8 AM,69.19675755
RISE OF RESISTANCE,JUN,9 AM,88.26182545
RISE OF RESISTANCE,JUN,10 AM,90.24317122
RISE OF RESISTANCE,JUN,11 AM,88.9889825
RISE OF RESISTANCE,JUN,12 PM,95.9798995
RISE OF RESISTANCE,JUN,1 PM,91.17320503
RISE OF RESISTANCE,JUN,2 PM,84.85138705
RISE OF RESISTANCE,JUN,3 PM,93.75959079
RISE OF RESISTANCE,JUN,4 PM,96.56923077
RISE OF RESISTANCE,JUN,5 PM,89.0212766
RISE OF RESISTANCE,JUN,6 PM,83.55036855
RISE OF RESISTANCE,JUN,7 PM,72.72121212
RISE OF RESISTANCE,JUN,8 PM,54.46222791
RISE OF RESISTANCE,JUN,9 PM,33.88297872
RISE OF RESISTANCE,JUN,10 PM,27.66233766
RISE OF RESISTANCE,JUN,11 PM,25.95338983
RISE OF RESISTANCE,JUL,8 AM,56.40029542
RISE OF RESISTANCE,JUL,9 AM,82.10243553
RISE OF RESISTANCE,JUL,10 AM,87.20387653
RISE OF RESISTANCE,JUL,11 AM,88.01027397
RISE OF RESISTANCE,JUL,12 PM,84.44083694
RISE OF RESISTANCE,JUL,1 PM,83.95932203
RISE OF RESISTANCE,JUL,2 PM,89.32565789
RISE OF RESISTANCE,JUL,3 PM,85.9
RISE OF RESISTANCE,JUL,4 PM,73.78287256
RISE OF RESISTANCE,JUL,5 PM,73.88015717
RISE OF RESISTANCE,JUL,6 PM,72.17897538
RISE OF RESISTANCE,JUL,7 PM,69.18604651
RISE OF RESISTANCE,JUL,8 PM,41.0899654
RISE OF RESISTANCE,JUL,9 PM,29.28571429
RISE OF RESISTANCE,AUG,8 AM,60.21104387
RISE OF RESISTANCE,AUG,9 AM,77.35383447
RISE OF RESISTANCE,AUG,10 AM,76.25828313
RISE OF RESISTANCE,AUG,11 AM,81.16487455
RISE OF RESISTANCE,AUG,12 PM,76.52024446
RISE OF RESISTANCE,AUG,1 PM,74.86632948
RISE OF RESISTANCE,AUG,2 PM,81.70178156
RISE OF RESISTANCE,AUG,3 PM,74.9822294
RISE OF RESISTANCE,AUG,4 PM,72.6407967
RISE OF RESISTANCE,AUG,5 PM,70.22696929
RISE OF RESISTANCE,AUG,6 PM,74.33782955
RISE OF RESISTANCE,AUG,7 PM,69.34187536
RISE OF RESISTANCE,AUG,8 PM,42.72755228
RISE OF RESISTANCE,AUG,9 PM,29.66666667
RISE OF RESISTANCE,SEP,12 AM,5
RISE OF RESISTANCE,SEP,8 AM,47.57042254
RISE OF RESISTANCE,SEP,9 AM,61.40498899
RISE OF RESISTANCE,SEP,10 AM,64.81767181
RISE OF RESISTANCE,SEP,11 AM,75.00994036
RISE OF RESISTANCE,SEP,12 PM,69.26056338
RISE OF RESISTANCE,SEP,1 PM,70.18941868
RISE OF RESISTANCE,SEP,2 PM,65.26152787
RISE OF RESISTANCE,SEP,3 PM,61.76907074
RISE OF RESISTANCE,SEP,4 PM,58.47556528
RISE OF RESISTANCE,SEP,5 PM,58.42293907
RISE OF RESISTANCE,SEP,6 PM,55.32258065
RISE OF RESISTANCE,SEP,7 PM,51.4255911
RISE OF RESISTANCE,SEP,8 PM,33.1997328
RISE OF RESISTANCE,SEP,9 PM,26.16071429
RISE OF RESISTANCE,SEP,10 PM,25
RISE OF RESISTANCE,SEP,11 PM,24.23728814
RISE OF RESISTANCE,OCT,8 AM,48.30847458
RISE OF RESISTANCE,OCT,9 AM,72.79816514
RISE OF RESISTANCE,OCT,10 AM,82.72404731
RISE OF RESISTANCE,OCT,11 AM,84.78672986
RISE OF RESISTANCE,OCT,12 PM,86.79584775
RISE OF RESISTANCE,OCT,1 PM,81.96301565
RISE OF RESISTANCE,OCT,2 PM,83.7414966
RISE OF RESISTANCE,OCT,3 PM,77.90452261
RISE OF RESISTANCE,OCT,4 PM,70.61533052
RISE OF RESISTANCE,OCT,5 PM,72.98099762
RISE OF RESISTANCE,OCT,6 PM,76.32897603
RISE OF RESISTANCE,OCT,7 PM,65.24472892
RISE OF RESISTANCE,OCT,8 PM,44.65836013
RISE OF RESISTANCE,OCT,9 PM,28.03571429
RISE OF RESISTANCE,NOV,12 AM,47
RISE OF RESISTANCE,NOV,8 AM,44.60616438
RISE OF RESISTANCE,NOV,9 AM,75.57398806
RISE OF RESISTANCE,NOV,10 AM,76.44786432
RISE OF RESISTANCE,NOV,11 AM,77.0224359
RISE OF RESISTANCE,NOV,12 PM,83.65397462
RISE OF RESISTANCE,NOV,1 PM,86.4517134
RISE OF RESISTANCE,NOV,2 PM,84.6
RISE OF RESISTANCE,NOV,3 PM,77.04531722
RISE OF RESISTANCE,NOV,4 PM,73.66501854
RISE OF RESISTANCE,NOV,5 PM,71.14058355
RISE OF RESISTANCE,NOV,6 PM,67.10751374
RISE OF RESISTANCE,NOV,7 PM,49.25154639
RISE OF RESISTANCE,NOV,8 PM,35.53483146
RISE OF RESISTANCE,NOV,9 PM,20.76525822
RISE OF RESISTANCE,NOV,10 PM,30.92670157
RISE OF RESISTANCE,NOV,11 PM,43.52331606
RISE OF RESISTANCE,DEC,12 AM,56.44036697
RISE OF RESISTANCE,DEC,8 AM,58.39189189
RISE OF RESISTANCE,DEC,9 AM,91.46948003
RISE OF RESISTANCE,DEC,10 AM,98.9
RISE OF RESISTANCE,DEC,11 AM,101.9131371
RISE OF RESISTANCE,DEC,12 PM,97.33158683
RISE OF RESISTANCE,DEC,1 PM,106.1317136
RISE OF RESISTANCE,DEC,2 PM,112.6691312
RISE OF RESISTANCE,DEC,3 PM,117.5382166
RISE OF RESISTANCE,DEC,4 PM,106.7995169
RISE OF RESISTANCE,DEC,5 PM,106.4870436
RISE OF RESISTANCE,DEC,6 PM,95.04787552
RISE OF RESISTANCE,DEC,7 PM,71.81570997
RISE OF RESISTANCE,DEC,8 PM,56.21384083
RISE OF RESISTANCE,DEC,9 PM,31.83333333
RISE OF RESISTANCE,DEC,10 PM,38.29333333
RISE OF RESISTANCE,DEC,11 PM,47.18394649
SLINKY DOG DASH,JAN,12 AM,32.22689076
SLINKY DOG DASH,JAN,8 AM,56.09469697
SLINKY DOG DASH,JAN,9 AM,77.39986868
SLINKY DOG DASH,JAN,10 AM,95.46945338
SLINKY DOG DASH,JAN,11 AM,101.7776341
SLINKY DOG DASH,JAN,12 PM,111.249082
SLINKY DOG DASH,JAN,1 PM,116.4866505
SLINKY DOG DASH,JAN,2 PM,115.782661
SLINKY DOG DASH,JAN,3 PM,112.7661972
SLINKY DOG DASH,JAN,4 PM,110.8680947
SLINKY DOG DASH,JAN,5 PM,114.8661234
SLINKY DOG DASH,JAN,6 PM,113.0550622
SLINKY DOG DASH,JAN,7 PM,92.69958604
SLINKY DOG DASH,JAN,8 PM,65.55489965
SLINKY DOG DASH,JAN,9 PM,38.88157895
SLINKY DOG DASH,JAN,10 PM,25.33333333
SLINKY DOG DASH,JAN,11 PM,35.82758621
SLINKY DOG DASH,FEB,12 AM,22.14285714
SLINKY DOG DASH,FEB,8 AM,52.88274707
SLINKY DOG DASH,FEB,9 AM,76.19887165
SLINKY DOG DASH,FEB,10 AM,97.85201149
SLINKY DOG DASH,FEB,11 AM,100.6379822
SLINKY DOG DASH,FEB,12 PM,105.5857143
SLINKY DOG DASH,FEB,1 PM,106.1970803
SLINKY DOG DASH,FEB,2 PM,105.6102941
SLINKY DOG DASH,FEB,3 PM,104.5652174
SLINKY DOG DASH,FEB,4 PM,95.87136929
SLINKY DOG DASH,FEB,5 PM,102.0391061
SLINKY DOG DASH,FEB,6 PM,104.7733516
SLINKY DOG DASH,FEB,7 PM,91.14697802
SLINKY DOG DASH,FEB,8 PM,57.66034985
SLINKY DOG DASH,FEB,9 PM,65.80645161
SLINKY DOG DASH,FEB,10 PM,34.80769231
SLINKY DOG DASH,FEB,11 PM,31.73076923
SLINKY DOG DASH,MAR,12 AM,24.54545455
SLINKY DOG DASH,MAR,8 AM,47.13386881
SLINKY DOG DASH,MAR,9 AM,76.0931677
SLINKY DOG DASH,MAR,10 AM,100.0424242
SLINKY DOG DASH,MAR,11 AM,102.1618205
SLINKY DOG DASH,MAR,12 PM,105.1631854
SLINKY DOG DASH,MAR,1 PM,106.6935484
SLINKY DOG DASH,MAR,2 PM,113.5068154
SLINKY DOG DASH,MAR,3 PM,109.672619
SLINKY DOG DASH,MAR,4 PM,105.6959064
SLINKY DOG DASH,MAR,5 PM,105.7387707
SLINKY DOG DASH,MAR,6 PM,105.973236
SLINKY DOG DASH,MAR,7 PM,95.33492823
SLINKY DOG DASH,MAR,8 PM,74.58715596
SLINKY DOG DASH,MAR,9 PM,58.25
SLINKY DOG DASH,MAR,10 PM,38.71794872
SLINKY DOG DASH,MAR,11 PM,36.34615385
SLINKY DOG DASH,APR,12 AM,36.33333333
SLINKY DOG DASH,APR,8 AM,48.37473233
SLINKY DOG DASH,APR,9 AM,72.97432686
SLINKY DOG DASH,APR,10 AM,96.25818182
SLINKY DOG DASH,APR,11 AM,100.5727554
SLINKY DOG DASH,APR,12 PM,102.8410439
SLINKY DOG DASH,APR,1 PM,111.3964497
SLINKY DOG DASH,APR,2 PM,114.9585308
SLINKY DOG DASH,APR,3 PM,112.3876923
SLINKY DOG DASH,APR,4 PM,104.6631316
SLINKY DOG DASH,APR,5 PM,103.0975769
SLINKY DOG DASH,APR,6 PM,100.2165605
SLINKY DOG DASH,APR,7 PM,90.7847264
SLINKY DOG DASH,APR,8 PM,73.31742243
SLINKY DOG DASH,APR,9 PM,55.82618862
SLINKY DOG DASH,APR,10 PM,44.55263158
SLINKY DOG DASH,APR,11 PM,42.25988701
SLINKY DOG DASH,MAY,12 AM,22.62711864
SLINKY DOG DASH,MAY,8 AM,39.94454277
SLINKY DOG DASH,MAY,9 AM,59.15047196
SLINKY DOG DASH,MAY,10 AM,73.99117971
SLINKY DOG DASH,MAY,11 AM,76.67498613
SLINKY DOG DASH,MAY,12 PM,83.22993739
SLINKY DOG DASH,MAY,1 PM,81.43202417
SLINKY DOG DASH,MAY,2 PM,75.2247191
SLINKY DOG DASH,MAY,3 PM,76.00804136
SLINKY DOG DASH,MAY,4 PM,69.42501482
SLINKY DOG DASH,MAY,5 PM,70.26348419
SLINKY DOG DASH,MAY,6 PM,71.07570978
SLINKY DOG DASH,MAY,7 PM,71.35210396
SLINKY DOG DASH,MAY,8 PM,55.15625
SLINKY DOG DASH,MAY,9 PM,40.72047244
SLINKY DOG DASH,MAY,10 PM,32.11065574
SLINKY DOG DASH,MAY,11 PM,31.06382979
SLINKY DOG DASH,JUN,12 AM,22.79126214
SLINKY DOG DASH,JUN,8 AM,47.56830239
SLINKY DOG DASH,JUN,9 AM,74.46085859
SLINKY DOG DASH,JUN,10 AM,92.60963558
SLINKY DOG DASH,JUN,11 AM,96.2808178
SLINKY DOG DASH,JUN,12 PM,102.3540904
SLINKY DOG DASH,JUN,1 PM,106.6854991
SLINKY DOG DASH,JUN,2 PM,101.5989848
SLINKY DOG DASH,JUN,3 PM,92.97909408
SLINKY DOG DASH,JUN,4 PM,93.65980796
SLINKY DOG DASH,JUN,5 PM,96.49719495
SLINKY DOG DASH,JUN,6 PM,102.5285714
SLINKY DOG DASH,JUN,7 PM,96.169279
SLINKY DOG DASH,JUN,8 PM,74.56422018
SLINKY DOG DASH,JUN,9 PM,49.24731183
SLINKY DOG DASH,JUN,10 PM,32.39884393
SLINKY DOG DASH,JUN,11 PM,28.12807882
SLINKY DOG DASH,JUL,8 AM,43.22501907
SLINKY DOG DASH,JUL,9 AM,67.36285525
SLINKY DOG DASH,JUL,10 AM,82.93584379
SLINKY DOG DASH,JUL,11 AM,88.95356662
SLINKY DOG DASH,JUL,12 PM,97.65462126
SLINKY DOG DASH,JUL,1 PM,98.82578397
SLINKY DOG DASH,JUL,2 PM,94.46109921
SLINKY DOG DASH,JUL,3 PM,95.80914369
SLINKY DOG DASH,JUL,4 PM,92.49295775
SLINKY DOG DASH,JUL,5 PM,91.82494685
SLINKY DOG DASH,JUL,6 PM,98.23751891
SLINKY DOG DASH,JUL,7 PM,95.94059406
SLINKY DOG DASH,JUL,8 PM,81.3029316
SLINKY DOG DASH,JUL,9 PM,62.5
SLINKY DOG DASH,AUG,8 AM,55.82319925
SLINKY DOG DASH,AUG,9 AM,63.97350492
SLINKY DOG DASH,AUG,10 AM,84.84452297
SLINKY DOG DASH,AUG,11 AM,94.20150788
SLINKY DOG DASH,AUG,12 PM,98.36866011
SLINKY DOG DASH,AUG,1 PM,103.2463466
SLINKY DOG DASH,AUG,2 PM,94.94760479
SLINKY DOG DASH,AUG,3 PM,88.15283843
SLINKY DOG DASH,AUG,4 PM,91.21021466
SLINKY DOG DASH,AUG,5 PM,90.48122066
SLINKY DOG DASH,AUG,6 PM,98.61861862
SLINKY DOG DASH,AUG,7 PM,95.59971098
SLINKY DOG DASH,AUG,8 PM,82.18406593
SLINKY DOG DASH,AUG,9 PM,63.96551724
SLINKY DOG DASH,SEP,8 AM,42.69687964
SLINKY DOG DASH,SEP,9 AM,52.19622905
SLINKY DOG DASH,SEP,10 AM,73.49237906
SLINKY DOG DASH,SEP,11 AM,79.45483871
SLINKY DOG DASH,SEP,12 PM,82.73977197
SLINKY DOG DASH,SEP,1 PM,75.98992081
SLINKY DOG DASH,SEP,2 PM,79.13474692
SLINKY DOG DASH,SEP,3 PM,77.76209677
SLINKY DOG DASH,SEP,4 PM,72.54080908
SLINKY DOG DASH,SEP,5 PM,71.05107328
SLINKY DOG DASH,SEP,6 PM,79.68272171
SLINKY DOG DASH,SEP,7 PM,76.67492492
SLINKY DOG DASH,SEP,8 PM,53.45577746
SLINKY DOG DASH,SEP,9 PM,34.17647059
SLINKY DOG DASH,SEP,10 PM,18.30508475
SLINKY DOG DASH,SEP,11 PM,15
SLINKY DOG DASH,OCT,8 AM,49.93168433
SLINKY DOG DASH,OCT,9 AM,66.21543624
SLINKY DOG DASH,OCT,10 AM,92.70897436
SLINKY DOG DASH,OCT,11 AM,99.43573668
SLINKY DOG DASH,OCT,12 PM,101.3511749
SLINKY DOG DASH,OCT,1 PM,105.2590164
SLINKY DOG DASH,OCT,2 PM,103.4279919
SLINKY DOG DASH,OCT,3 PM,102.6458037
SLINKY DOG DASH,OCT,4 PM,95.57563588
SLINKY DOG DASH,OCT,5 PM,95.06431957
SLINKY DOG DASH,OCT,6 PM,97.97772989
SLINKY DOG DASH,OCT,7 PM,92.75466284
SLINKY DOG DASH,OCT,8 PM,68.81313131
SLINKY DOG DASH,OCT,9 PM,51.71610169
SLINKY DOG DASH,OCT,10 PM,31.65898618
SLINKY DOG DASH,OCT,11 PM,23.75
SLINKY DOG DASH,NOV,12 AM,12.93333333
SLINKY DOG DASH,NOV,8 AM,58.2837407
SLINKY DOG DASH,NOV,9 AM,66.01743462
SLINKY DOG DASH,NOV,10 AM,87.8164557
SLINKY DOG DASH,NOV,11 AM,88.76365727
SLINKY DOG DASH,NOV,12 PM,92.93063584
SLINKY DOG DASH,NOV,1 PM,96.29930394
SLINKY DOG DASH,NOV,2 PM,95.40911748
SLINKY DOG DASH,NOV,3 PM,94.34337349
SLINKY DOG DASH,NOV,4 PM,83.93423371
SLINKY DOG DASH,NOV,5 PM,85.01505117
SLINKY DOG DASH,NOV,6 PM,91.09026964
SLINKY DOG DASH,NOV,7 PM,70.1374269
SLINKY DOG DASH,NOV,8 PM,56.38941399
SLINKY DOG DASH,NOV,9 PM,31.72360248
SLINKY DOG DASH,NOV,10 PM,26.96610169
SLINKY DOG DASH,NOV,11 PM,21.16949153
SLINKY DOG DASH,DEC,12 AM,13.7037037
SLINKY DOG DASH,DEC,8 AM,52.49513889
SLINKY DOG DASH,DEC,9 AM,68.93097643
SLINKY DOG DASH,DEC,10 AM,94.40226629
SLINKY DOG DASH,DEC,11 AM,97.1556713
SLINKY DOG DASH,DEC,12 PM,102.2279014
SLINKY DOG DASH,DEC,1 PM,111.6081871
SLINKY DOG DASH,DEC,2 PM,111.6902605
SLINKY DOG DASH,DEC,3 PM,111.1491228
SLINKY DOG DASH,DEC,4 PM,103.5402098
SLINKY DOG DASH,DEC,5 PM,98.46892655
SLINKY DOG DASH,DEC,6 PM,98.72900984
SLINKY DOG DASH,DEC,7 PM,76.86425608
SLINKY DOG DASH,DEC,8 PM,65.94936709
SLINKY DOG DASH,DEC,9 PM,47.16312057
SLINKY DOG DASH,DEC,10 PM,40.13559322
SLINKY DOG DASH,DEC,11 PM,28.3220339
MICKEY MINNIE RUNAWAY RAILWAY,JAN,12 AM,5
MICKEY MINNIE RUNAWAY RAILWAY,JAN,8 AM,28.16956522
